idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location
4550,7c209fec-a018-4c77-92f4-7a402666cec3,USER_03681,7/19/2024 0:17,Rent Payment,Suite,Airbnb,6851.68,39.26,29.09,299,Unified Payments Interface,Successful,MERCH_0208,iOS,Urban
4551,96d44fae-73e7-461b-a8d5-001e00dfde8b,USER_04869,7/19/2024 1:52,Gift Card,Rs. 500 E-Gift Card,Lifestyle,4397.95,25.99,28.43,928,Credit Card,Successful,MERCH_0598,Android,Urban
4552,5f42f808-3c91-41dc-bab7-83eec84b2813,USER_09862,7/19/2024 4:53,Flight Booking,Chennai to Hyderabad,Ixigo,6481.61,13.58,89.51,638,Bank Transfer,Successful,MERCH_0282,Android,Suburban
4553,6339ea6c-961f-49d9-bbcb-536c8fb0ad01,USER_00988,7/19/2024 5:44,Movie Ticket,Avengers: Endgame,INOX,648.94,9.58,44.84,428,Wallet Balance,Successful,MERCH_0236,iOS,Suburban
4554,a83ebad7-95dc-4d2c-b585-fcb64fe9e234,USER_07109,7/19/2024 6:39,Movie Ticket,Avengers: Endgame,SPI Cinemas,9705.72,31.69,77.25,929,Credit Card,Successful,MERCH_0121,Android,Urban
4555,7210c722-9414-4d7e-b1fc-4112338054fd,USER_01689,7/19/2024 7:38,Mobile Recharge,Postpaid Plan 599,Idea,3008.82,27.8,60.19,881,Credit Card,Successful,MERCH_0282,Android,Urban
4556,b351fe5d-91c9-4cf9-a2bb-9ff3848d062c,USER_03480,7/19/2024 7:53,Mobile Recharge,Family Plan 999,Airtel,3120.22,16.66,88.95,964,Unified Payments Interface,Successful,MERCH_0578,Android,Urban
4557,5b686608-0c91-4266-99d8-29b235ac5cfe,USER_02828,7/19/2024 9:19,Bus Ticket,Non-AC Seater,AbhiBus,5369.35,27.45,80.2,979,Credit Card,Successful,MERCH_0271,Android,Urban
4558,ed5e7e7b-5719-43bf-b58b-930686f4c004,USER_03812,7/19/2024 12:40,Online Shopping,Rs. 250 Coffee Shop Card,Flipkart,4819.5,39.89,31.63,555,Wallet Balance,Successful,MERCH_0153,Android,Suburban
4559,07c094d9-8327-492f-986b-945108a9050e,USER_07949,7/19/2024 13:27,Electricity Bill,Commercial Bill,MSEDCL,415.67,14.19,28.54,287,Bank Transfer,Successful,MERCH_0396,Android,Urban
4560,e3826d62-e370-43f2-b476-c2e1cf6e0725,USER_01179,7/19/2024 15:28,Mobile Recharge,Family Plan 999,BSNL,6019.33,45.55,4.04,451,Debit Card,Successful,MERCH_0225,Android,Rural
4561,994461e6-3dd4-4d8c-8c3d-5952559d6a73,USER_02784,7/19/2024 17:42,Electricity Bill,Agricultural Bill,BSES,1973.14,16.39,92.38,372,Wallet Balance,Successful,MERCH_0758,Android,Rural
4562,86cc7fbb-c741-4c48-8f8a-5fa18aa190d6,USER_04751,7/19/2024 18:19,Taxi Fare,Airport Transfer,Ola,5715.22,32.41,2.61,331,Unified Payments Interface,Successful,MERCH_0068,iOS,Suburban
4563,e3be6a79-f5b1-4142-a9da-87ca96e65ee7,USER_08633,7/19/2024 19:26,Streaming Service,Standard Plan,ZEE5,4665.91,25.03,46.79,561,Wallet Balance,Successful,MERCH_0474,Web,Urban
4564,288842cc-057f-4180-a565-bcbd670691da,USER_04612,7/20/2024 1:59,Streaming Service,Premium Plan,Amazon Prime,8487.28,43.02,63.64,864,Debit Card,Successful,MERCH_0980,Web,Suburban
4565,c52094a3-6fac-4b71-944c-3b59847cb108,USER_03289,7/20/2024 4:08,Gift Card,Rs. 250 Coffee Shop Card,Lifestyle,4537.21,38.41,83.85,507,Unified Payments Interface,Successful,MERCH_0872,Android,Urban
4566,7042511f-a890-4161-bc51-ad95dbbb58c2,USER_07528,7/20/2024 6:05,Water Bill,Borewell Charges,Mumbai Water,1080.14,17.08,29.9,291,Wallet Balance,Successful,MERCH_0248,Android,Urban
4567,4bcc4fa2-08dc-496d-af71-96238fada417,USER_03098,7/20/2024 7:38,Gift Card,Rs. 5000 Luxury Card,Pantaloons,6805.33,26.77,65.96,90,Unified Payments Interface,Pending,MERCH_0546,Android,Rural
4568,968ca77c-f393-4ac4-983a-8608c9c0c2f0,USER_04231,7/20/2024 9:47,Education Fee,MBA Entrance Prep,Coursera,6989.14,24.2,44.13,832,Unified Payments Interface,Successful,MERCH_0476,Web,Rural
4569,447ff19b-b39d-4808-ba4b-112c368075d5,USER_03545,7/20/2024 11:27,Electricity Bill,Agricultural Bill,CESC,5852.35,21.84,64.95,407,Credit Card,Successful,MERCH_0110,Android,Urban
4570,22ed36c2-9ab2-42ab-bcc3-89f92fb6200d,USER_09216,7/20/2024 13:17,Rent Payment,Co-working Space,Nestaway,5881.8,19.51,44.6,177,Wallet Balance,Successful,MERCH_0880,iOS,Rural
4571,b502fb57-3c61-484f-8343-da158d017fd7,USER_00982,7/20/2024 15:09,Education Fee,Digital Marketing Certification,Coursera,5384.84,38.33,19.83,675,Credit Card,Successful,MERCH_0127,Android,Urban
4572,81d7876e-0dc3-403c-bb87-f282267c48ae,USER_06332,7/20/2024 15:29,Internet Bill,Student Special Plan,BSNL Broadband,9992.47,34.61,72.06,124,Debit Card,Successful,MERCH_0678,Android,Rural
4573,50f03c9c-da56-43ad-8e27-5ab148472d7d,USER_03683,7/20/2024 16:41,Gas Bill,Commercial Gas Connection,Adani Gas,6865.1,13.67,27.81,526,Unified Payments Interface,Successful,MERCH_0768,Web,Urban
4574,de0930db-c7b0-4ec8-91e7-fe22331f7642,USER_07100,7/20/2024 17:46,Gaming Credits,500 Gems Pack,PUBG Mobile,9851.41,14.12,64.9,805,Debit Card,Successful,MERCH_0176,iOS,Urban
4575,2cad1456-e6dd-4d0f-9463-a071a462c2ae,USER_01315,7/20/2024 18:13,Gaming Credits,Premium Skin,Free Fire,2956.67,3.22,83.84,155,Unified Payments Interface,Successful,MERCH_0917,iOS,Rural
4576,17ea2a26-9889-4de2-8741-cbed99695971,USER_05681,7/20/2024 19:26,Rent Payment,Co-working Space,NoBroker,4496.49,16.21,74.88,537,Debit Card,Successful,MERCH_0148,Android,Urban
4577,8d1428cb-4a7e-43dd-beda-3bc54865b79e,USER_00930,7/20/2024 20:13,Water Bill,Tanker Supply,Hyderabad Water Board,4377.91,27.42,35.97,522,Debit Card,Successful,MERCH_0118,Android,Urban
4578,dbe6994a-6a71-4093-9569-c7ba443182d9,USER_07164,7/21/2024 0:23,Taxi Fare,City Ride,Uber,1199.52,43.47,73.96,795,Bank Transfer,Successful,MERCH_0212,iOS,Urban
4579,d200257d-b56c-4643-b10e-144e27bd5fcc,USER_06946,7/21/2024 4:12,Insurance Premium,Term Life Policy,LIC,7107.25,11.18,3.36,129,Bank Transfer,Successful,MERCH_0420,Android,Urban
4580,0c6bbac9-6402-4899-8fa2-7b5ded16481f,USER_04319,7/21/2024 5:21,Streaming Service,Standard Plan,Amazon Prime,3872.78,11.17,71.96,319,Credit Card,Successful,MERCH_0097,Android,Suburban
4581,8aca17c9-28db-4559-9ff7-6f9e1b7b65f2,USER_05875,7/21/2024 6:27,Streaming Service,Standard Plan,Amazon Prime,7942.01,6.1,59.81,283,Credit Card,Successful,MERCH_0627,iOS,Urban
4582,48283105-e1ba-49dc-9204-a7ec09c5052f,USER_00715,7/21/2024 6:39,Gaming Credits,500 Gems Pack,Call of Duty Mobile,9736.06,8.22,35.25,398,Wallet Balance,Successful,MERCH_0576,Web,Urban
4583,8231025f-0c3a-4c16-9850-31f95759d5a3,USER_06545,7/21/2024 8:13,Education Fee,IELTS Training,BYJU'S,5046.15,23.48,48.89,756,Wallet Balance,Successful,MERCH_0182,iOS,Urban
4584,ccb2085b-4d4d-4ad3-aef2-0602e0abb6ba,USER_09293,7/21/2024 11:16,Online Shopping,Smart LED TV,Nykaa,7922.59,10.51,98.02,351,Unified Payments Interface,Successful,MERCH_0662,iOS,Urban
4585,cf75f295-9866-418c-85cb-5f277552e85d,USER_03604,7/21/2024 11:27,Gaming Credits,500 Gems Pack,Call of Duty Mobile,3504.59,14.86,25.79,789,Bank Transfer,Successful,MERCH_0735,Android,Urban
4586,3f7753ca-70cd-439b-8942-22fe99c7dffc,USER_05630,7/21/2024 14:22,Mobile Recharge,Prepaid Plan 399,Vodafone,7746.54,40.28,32.6,479,Unified Payments Interface,Successful,MERCH_0763,iOS,Urban
4587,6449d3d2-254d-490a-8689-2dac83cfc44d,USER_08531,7/21/2024 15:58,Water Bill,Borewell Charges,Chennai Metro Water,7757.73,46.55,12.61,890,Credit Card,Successful,MERCH_0577,Android,Suburban
4588,d44adb95-fb24-457f-ab01-73165d41f1e7,USER_00392,7/21/2024 18:23,Taxi Fare,Share Ride,Jugnoo,6988.11,15.26,48.57,800,Credit Card,Successful,MERCH_0400,iOS,Suburban
4589,6b9bca8a-fb30-4f56-9295-1934fda9273e,USER_07135,7/21/2024 18:30,Flight Booking,Chennai to Hyderabad,Yatra,6311.23,38.12,27.53,42,Debit Card,Successful,MERCH_0047,iOS,Urban
4590,28bf841b-9fdd-4c59-8d50-dc46d24a04f9,USER_00558,7/21/2024 20:30,Food Delivery,Vegetable Biryani,Swiggy,7114.16,29.4,75.31,489,Unified Payments Interface,Successful,MERCH_0694,iOS,Urban
4591,794cad76-b880-4aa1-9ed5-fb0b48e1b9cb,USER_09369,7/22/2024 3:45,Movie Ticket,PK,Carnival Cinemas,9822.58,7.87,45.08,224,Bank Transfer,Successful,MERCH_0194,iOS,Urban
4592,9fd50871-6b8f-4711-bab1-b0e604b9e4a5,USER_00028,7/22/2024 5:19,Online Shopping,Wireless Earbuds,Snapdeal,5252.29,21.78,36.74,586,Credit Card,Successful,MERCH_0742,Android,Urban
4593,3683c22a-7d1c-48a7-8920-95e2ac625937,USER_09048,7/22/2024 5:30,Streaming Service,Family Subscription,SonyLIV,4720.45,8.3,32.5,266,Credit Card,Successful,MERCH_0510,Android,Urban
4594,4daf6c27-609d-44bc-b6f2-971f8cb254d4,USER_03098,7/22/2024 5:39,Streaming Service,Basic Plan,Hotstar,3433.2,41.23,46.51,826,Bank Transfer,Successful,MERCH_0143,Web,Urban
4595,781a0e12-db87-4cea-9cfa-069cc53389ee,USER_09838,7/22/2024 8:12,Electricity Bill,Temporary Connection Bill,MSEDCL,5509.09,24.09,93.6,373,Wallet Balance,Successful,MERCH_0512,iOS,Urban
4596,783ddccd-7a93-45c9-b253-8f7558d9e465,USER_01502,7/22/2024 11:00,Taxi Fare,Outstation Trip,Rapido,879.2,28.74,41.87,645,Wallet Balance,Pending,MERCH_0604,Web,Urban
4597,71c0f196-f735-4c1d-8ea0-3c366cca176d,USER_01761,7/22/2024 14:27,Grocery Shopping,Dairy Milk Chocolate,Nature's Basket,6749.2,28.24,83.62,554,Debit Card,Successful,MERCH_0183,Android,Urban
4598,5a89d505-8229-46b6-b8ef-b180e2aa9b3c,USER_04643,7/22/2024 18:28,Taxi Fare,Airport Transfer,Rapido,6066.91,30.37,33.47,173,Debit Card,Successful,MERCH_0849,Android,Urban
4599,06e3ea22-4d22-481a-80f5-8697fcfdea69,USER_01245,7/22/2024 19:44,Bus Ticket,Non-AC Seater,RedBus,6436.31,49.57,41.32,741,Wallet Balance,Successful,MERCH_0717,Android,Urban
4600,07763802-c619-43f9-8061-02678a1d00b4,USER_03822,7/22/2024 22:03,Online Shopping,Steel Toe Shoes,Snapdeal,9111.1,38.56,51.72,427,Debit Card,Successful,MERCH_0083,Android,Urban
4601,ba5d3554-242f-44f8-b895-129165169191,USER_05278,7/22/2024 22:58,Rent Payment,Commercial Space Rent,OYO Life,9806.49,1.81,82.75,676,Wallet Balance,Successful,MERCH_0966,iOS,Suburban
4602,0c9ff8a5-6e77-4e66-a267-0f3995ba9d61,USER_07597,7/22/2024 23:30,Gas Bill,Domestic LPG Cylinder,Mahanagar Gas,3717.82,23.12,0.43,287,Unified Payments Interface,Successful,MERCH_0747,iOS,Urban
4603,4bf27ab4-06df-4f26-a5d2-5db30454568f,USER_02500,7/23/2024 0:29,Internet Bill,Student Special Plan,ACT Fibernet,3955.54,29.39,78.52,27,Unified Payments Interface,Successful,MERCH_0307,Android,Suburban
4604,512ee1ce-56d6-435a-9301-415f28c904e1,USER_08188,7/23/2024 0:58,Mobile Recharge,Data Pack 50GB,Vodafone,8487.6,31.34,51.85,221,Unified Payments Interface,Pending,MERCH_0887,iOS,Urban
4605,d1ab5a94-0b3f-4826-bffb-c9fc78ca6665,USER_06447,7/23/2024 3:02,Rent Payment,Dormitory Bed,Airbnb,2050.37,26.56,44.52,330,Wallet Balance,Successful,MERCH_0673,iOS,Urban
4606,686dcf3e-1c99-43cf-b48c-18397aad36ae,USER_04119,7/23/2024 4:57,Hotel Booking,Deluxe Room,OYO Rooms,9751.27,11.89,49.84,33,Wallet Balance,Successful,MERCH_0552,Android,Urban
4607,636b368a-d31b-4688-b4a9-2fe9a0bfe90f,USER_00478,7/23/2024 7:56,Bus Ticket,Non-AC Seater,MakeMyTrip Bus,2800.21,31.09,25.59,540,Bank Transfer,Successful,MERCH_0424,Android,Rural
4608,a376a754-7dc3-4176-9060-61766bf66c22,USER_09860,7/23/2024 8:37,Bus Ticket,Sleeper Class,MakeMyTrip Bus,4528.99,16,30.42,81,Credit Card,Successful,MERCH_0746,Android,Urban
4609,3658b2a6-d8e0-44f8-8cee-725a461835fd,USER_09142,7/23/2024 9:07,Gift Card,Rs. 5000 Luxury Card,Amazon Pay,4468.9,23.05,34,497,Wallet Balance,Successful,MERCH_0294,Web,Urban
4610,d3730565-71e2-4cfe-aa3f-be5e66db9ea5,USER_02578,7/23/2024 14:17,Hotel Booking,Suite,Treebo,8502.54,45.33,31.12,729,Credit Card,Successful,MERCH_0692,Android,Suburban
4611,c8945d91-6830-4d7a-9fcd-020f50440032,USER_03027,7/23/2024 17:07,Online Shopping,Fitness Tracker,Amazon,6923.75,47.58,7.84,321,Bank Transfer,Successful,MERCH_0546,Android,Urban
4612,43563e5e-bc97-48ec-b905-f8d6fd22a730,USER_06562,7/23/2024 18:20,Internet Bill,Fiber 100Mbps Plan,Jio Fiber,7110.88,2.3,54.38,936,Unified Payments Interface,Successful,MERCH_0159,Android,Rural
4613,7a2d8bad-67ea-4d2a-9bad-1a86f69bfbd6,USER_03356,7/23/2024 18:46,Taxi Fare,Share Ride,Jugnoo,5741.58,29.92,4.46,61,Credit Card,Successful,MERCH_0149,Android,Suburban
4614,61c802b7-4b6d-4802-a11b-52621324279f,USER_07454,7/24/2024 1:50,Education Fee,IELTS Training,Coursera,7973.81,4.48,20.19,825,Wallet Balance,Successful,MERCH_0247,iOS,Suburban
4615,37fa3cc3-11fb-4cd5-ba20-0a6979f48403,USER_05944,7/24/2024 3:56,Online Shopping,Steel Toe Shoes,Amazon,4750.72,21.78,32.41,415,Wallet Balance,Successful,MERCH_0453,Android,Urban
4616,41f4ece6-363f-414a-9e50-98c9cd62c944,USER_07161,7/24/2024 4:22,Rent Payment,Co-working Space,Housing.com,4247.27,11.21,69.93,595,Credit Card,Successful,MERCH_0176,Android,Urban
4617,112ff797-b666-4e74-ab33-26980eab42b5,USER_02513,7/24/2024 5:48,Water Bill,Borewell Charges,Delhi Jal Board,4086.37,5.83,31.3,528,Credit Card,Successful,MERCH_0730,Web,Urban
4618,4a8acf4e-659f-4bcd-8b70-f3430f5f62a4,USER_05208,7/24/2024 9:38,Streaming Service,Standard Plan,SonyLIV,496.7,3.83,95.34,999,Wallet Balance,Successful,MERCH_0142,Android,Suburban
4619,248ca39e-8946-49d7-a5b0-20c2712db680,USER_01585,7/24/2024 10:34,Online Shopping,Laptop Backpack,Nykaa,8495.8,11.5,33.61,967,Unified Payments Interface,Successful,MERCH_0999,Android,Urban
4620,be297341-096f-46bc-a641-10cc7f6d00bb,USER_04191,7/24/2024 11:49,Gift Card,Rs. 500 E-Gift Card,Shoppers Stop,2943.19,28.6,56.84,268,Wallet Balance,Successful,MERCH_0008,Android,Suburban
4621,7422bb29-a9b8-4f64-8cf2-426c3fba9e2c,USER_06854,7/24/2024 14:36,Taxi Fare,Rental Package,Uber,5464.47,16.38,44.24,197,Bank Transfer,Successful,MERCH_0816,Android,Urban
4622,b8638cdc-65f0-432b-bc08-d84cba72cc35,USER_08877,7/24/2024 15:33,Mobile Recharge,Data Pack 50GB,Vodafone,617.55,12.82,65.44,113,Debit Card,Pending,MERCH_0162,Android,Urban
4623,2c4ea3d1-9389-43d4-bbf4-958d4f11937a,USER_09915,7/24/2024 17:08,Online Shopping,Laptop Backpack,Amazon,1145.42,13.31,78.17,255,Bank Transfer,Successful,MERCH_0389,Android,Urban
4624,285f2217-4830-4e9b-bf3d-0a7c24fadeb5,USER_06639,7/24/2024 17:42,Taxi Fare,Share Ride,Jugnoo,8816.64,35.65,80.22,534,Credit Card,Successful,MERCH_0948,Android,Urban
4625,04606459-8b27-48e3-90df-3f6af09d7af6,USER_07657,7/24/2024 19:00,Movie Ticket,3 Idiots,INOX,7895.53,34.78,72.97,736,Unified Payments Interface,Successful,MERCH_0634,iOS,Urban
4626,69464882-b3fb-4706-9a1a-08895b6ed71d,USER_07518,7/24/2024 19:20,Education Fee,IELTS Training,Coursera,1498.34,14.62,21.97,105,Debit Card,Successful,MERCH_0002,Android,Urban
4627,ee0e1184-96b3-4144-9561-49d422d2df09,USER_02561,7/24/2024 21:06,Grocery Shopping,Mixed Fruit Jam,BigBasket,9035.52,31.42,78.07,726,Bank Transfer,Successful,MERCH_0335,iOS,Rural
4628,c3a91152-efa4-48b8-a1e2-c54bb75b6724,USER_09956,7/25/2024 0:27,Internet Bill,Broadband 50Mbps Plan,BSNL Broadband,9012.88,33.52,3.43,140,Debit Card,Successful,MERCH_0377,iOS,Urban
4629,49c0b896-00fe-4976-9dce-899ec814d794,USER_04170,7/25/2024 1:20,Loan Repayment,Personal Loan Payment,Bajaj Finserv,9486.35,48.94,17.09,567,Wallet Balance,Successful,MERCH_0737,iOS,Urban
4630,c287ab51-90eb-4674-8a1a-0d843aaa59c0,USER_05647,7/25/2024 2:19,Taxi Fare,Outstation Trip,Meru,2284.87,5.18,65.69,350,Unified Payments Interface,Successful,MERCH_0718,Web,Urban
4631,d511c200-50d3-4aa1-937f-2c5cf9b1a064,USER_06596,7/25/2024 3:25,Rent Payment,Co-working Space,Nestaway,8851.76,13.34,95.83,503,Wallet Balance,Successful,MERCH_0819,Android,Urban
4632,54d1af2a-fe49-4d74-bda8-46f68da555a1,USER_07655,7/25/2024 5:17,Gift Card,Rs. 5000 Luxury Card,Shoppers Stop,3836.61,39.91,0.63,627,Bank Transfer,Successful,MERCH_0960,iOS,Urban
4633,8e46d8aa-b899-45a9-b995-6a2e913a54ee,USER_01859,7/25/2024 6:08,Loan Repayment,Education Loan EMI,SBI,7920.82,9.24,4.26,609,Debit Card,Successful,MERCH_0658,iOS,Urban
4634,3e8737e8-8831-417d-9add-e8e89ce33cf1,USER_04100,7/25/2024 6:15,Streaming Service,Standard Plan,Hotstar,4665.91,25.03,38.08,602,Wallet Balance,Successful,MERCH_0180,Android,Urban
4635,11f9a6da-0985-4529-8bb5-935ac97b38ad,USER_08065,7/25/2024 6:33,Gaming Credits,500 Gems Pack,Roblox,5756.88,36.87,63.27,155,Debit Card,Successful,MERCH_0684,Android,Urban
4636,b7d82ec1-0b08-4e42-bcf8-37a212047c10,USER_07661,7/25/2024 7:37,Gift Card,Rs. 250 Coffee Shop Card,Amazon Pay,5721.47,22.53,8.74,28,Unified Payments Interface,Successful,MERCH_0574,Android,Urban
4637,0b121f26-b281-4d9f-96fb-59bfeb4e1511,USER_00766,7/25/2024 9:32,Insurance Premium,Health Insurance,LIC,8562.87,9.67,41.99,719,Bank Transfer,Successful,MERCH_0103,Android,Urban
4638,913f6352-df69-4d8b-82e8-c585867c4400,USER_00091,7/25/2024 14:09,Electricity Bill,Agricultural Bill,CESC,8057.68,42.51,92.23,840,Debit Card,Successful,MERCH_0706,Android,Urban
4639,f5403dff-e99e-4f69-bff9-c6a7fc0bb458,USER_04508,7/25/2024 16:31,Education Feet,Python Programming Course,Unacademy,907.3,8.54,37.22,526,Debit Card,Successful,MERCH_0724,Android,Urban
4640,0198d8b9-e5d6-4cd3-bfc9-aae8d9f96caa,USER_01113,7/25/2024 16:56,Streaming Service,Student Offer,Hotstar,8383.54,28.5,95.48,583,Bank Transfer,Successful,MERCH_0720,Android,Suburban
4641,c3b98e81-d596-479e-89e6-80153f96088f,USER_04034,7/25/2024 19:08,Streaming Service,Standard Plan,Netflix,4665.91,25.03,24.14,598,Credit Card,Successful,MERCH_0450,Android,Urban
4642,1ba3ac11-eeb3-489c-bfe2-28f2b55e3cd4,USER_02155,7/25/2024 19:56,Online Shopping,Laptop Backpack,Amazon,6698.01,10.68,11.92,783,Unified Payments Interface,Successful,MERCH_0068,Android,Urban
4643,d814739f-ae53-4d9c-aa54-ba04e956b95f,USER_05280,7/25/2024 21:02,Education Feet,Python Programming Course,Unacademy,8943.55,46.01,24.18,728,Bank Transfer,Successful,MERCH_0174,Android,Urban
4644,aee82036-6706-4da3-a520-073ccd25f65f,USER_01158,7/25/2024 21:11,Gaming Credits,500 Gems Pack,Roblox,1365.14,42.44,13.2,993,Unified Payments Interface,Successful,MERCH_0850,iOS,Suburban
4645,59430f1c-e6fe-4a78-a6cf-d0d0761d7c7a,USER_06645,7/25/2024 22:27,Rent Payment,Deluxe Room,Airbnb,2068.16,8.12,50.71,510,Unified Payments Interface,Successful,MERCH_0214,Android,Urban
4646,49b329c1-e95f-4051-81bc-f95da569c6f8,USER_03172,7/25/2024 22:56,Rent Payment,Dormitory Bed,Airbnb,7517.95,11.3,59.34,874,Credit Card,Successful,MERCH_0269,iOS,Urban
4647,77886751-000e-41d4-971f-863977b7056f,USER_09401,7/25/2024 23:18,Online Shopping,Fitness Tracker,Flipkart,1118.21,19.74,35.8,500,Unified Payments Interface,Successful,MERCH_0106,Android,Suburban
4648,04225134-6b86-4f0a-87c1-ad8431485fe6,USER_09558,7/26/2024 1:01,Gaming Credits,Premium Skin,Call of Duty Mobile,1953.62,14.46,14.08,920,Wallet Balance,Successful,MERCH_0065,Android,Urban
4649,90f4db34-a49f-42fb-bdb2-7d156380741d,USER_02216,7/26/2024 3:41,Bus Ticket,Sleeper Class,RedBus,8616.37,10.32,77.23,978,Debit Card,Successful,MERCH_0819,iOS,Urban
4650,af55aec5-c1a3-4c7a-a5c0-98893722da0c,USER_06422,7/26/2024 3:43,Movie Ticket,Avengers: Endgame,Carnival Cinemas,811.38,23.16,4.78,142,Debit Card,Successful,MERCH_0047,Web,Urban
4651,52766b6b-73d6-4f1d-8a71-4723e1459801,USER_03903,7/26/2024 8:44,Flight Booking,Delhi to Mumbai,EaseMyTrip,8742.96,8.77,89.45,456,Unified Payments Interface,Successful,MERCH_0347,Android,Suburban
4652,61795dbb-05f6-4ead-8394-e2eff5974e1d,USER_06014,7/26/2024 11:38,Water Bill,Tanker Supply,Chennai Metro Water,5706.2,23.19,25.76,837,Debit Card,Successful,MERCH_0248,Web,Urban
4653,9c3188e0-af58-4269-9422-225ab6954ac8,USER_09024,7/26/2024 13:14,Grocery Shopping,Dairy Milk Chocolate,Amazon Pantry,6661.4,32.1,94.77,852,Bank Transfer,Successful,MERCH_0168,Android,Urban
4654,fae33a4e-1bfe-455f-8c00-047fd7521043,USER_03767,7/26/2024 13:52,Grocery Shopping,Mixed Fruit Jam,Grofers,3316.47,45.29,94.67,749,Wallet Balance,Successful,MERCH_0335,Android,Urban
4655,3125feb9-0032-44c5-bbd6-655ad89a7f54,USER_01018,7/26/2024 13:56,Rent Payment,PG Accommodation,Airbnb,5522.58,40.67,76.23,61,Unified Payments Interface,Successful,MERCH_0434,Android,Urban
4656,3ca59b63-71ab-4d5c-b491-5d079df9f8b8,USER_04410,7/26/2024 13:57,Streaming Service,Family Subscription,Amazon Prime,9111.39,38.68,83.32,370,Unified Payments Interface,Successful,MERCH_0915,Android,Suburban
4657,2da7545d-e760-47f6-9f5a-71c41fc567b7,USER_05300,7/26/2024 16:17,Education Feet,MBA Entrance Prep,Unacademy,1379.15,17.41,69.11,926,Wallet Balance,Successful,MERCH_0601,Android,Urban
4658,0bbddab5-6744-4a7b-a097-ab4a59683f17,USER_06301,7/26/2024 17:31,Bus Ticket,Sleeper Class,Paytm Bus,5830.35,22.59,1.42,265,Credit Card,Failed,MERCH_0790,Web,Urban
4659,5b886efc-34de-47f5-816b-ee4e4400c31d,USER_02365,7/26/2024 18:18,Online Shopping,Steel Toe Shoes,Myntra,1963.53,36.24,54.09,610,Bank Transfer,Successful,MERCH_0107,iOS,Urban
4660,f07c9ba1-5a72-4298-b83d-ca7bf90a98ce,USER_01255,7/26/2024 18:28,Movie Ticket,Baahubali 2,INOX,5431.11,19.29,76.31,981,Debit Card,Successful,MERCH_0983,Android,Rural
4661,cad44774-55bd-4f85-b1f8-718ac22df6c9,USER_01784,7/26/2024 19:42,Rent Payment,PG Accommodation,Nestaway,5260.18,46.32,67.32,825,Debit Card,Successful,MERCH_0908,iOS,Urban
4662,45ea109a-729d-4d6c-95dc-03287b17a3c2,USER_04160,7/26/2024 21:49,Streaming Service,Basic Plan,ZEE5,5123.26,25.65,49.44,896,Debit Card,Successful,MERCH_0001,Android,Urban
4663,44a2736c-6beb-4ec1-9623-4f3b09165872,USER_05617,7/26/2024 22:53,Streaming Service,Premium Plan,Hotstar,6659.99,16.16,73.15,422,Bank Transfer,Successful,MERCH_0629,iOS,Urban
4664,e397aefd-61da-4349-9f1d-d16809b98e1d,USER_08020,7/27/2024 1:23,Taxi Fare,Airport Transfer,Meru,7390.7,14.13,15.23,101,Wallet Balance,Successful,MERCH_0621,Android,Urban
4665,fdf2ded2-9727-424c-8eaa-9015e141cbcb,USER_05232,7/27/2024 1:59,Loan Repayment,Personal Loan Payment,Axis Bank,5197.3,5.94,18.32,912,Credit Card,Successful,MERCH_0611,iOS,Urban
4666,100a0abc-00b0-4f6e-91a7-3afdae6fb798,USER_08092,7/27/2024 2:30,Gas Bill,Industrial Gas Supply,Mahanagar Gas,8583.26,42.93,25.41,976,Wallet Balance,Successful,MERCH_0771,iOS,Rural
4667,983374de-0dc4-4505-8d11-2194c54f8fa0,USER_09368,7/27/2024 9:43,Rent Payment,Co-working Space,OYO Life,5133.69,25.22,24.73,180,Credit Card,Successful,MERCH_0848,Android,Urban
4668,d47c1ec9-abbc-446b-b3b0-e4b7c5cab640,USER_08208,7/27/2024 10:10,Insurance Premium,Health Insurance,LIC,714.52,21.32,80.6,597,Unified Payments Interface,Successful,MERCH_0775,iOS,Urban
4669,19526f03-d062-4fb8-984d-9d681581de37,USER_03019,7/27/2024 10:30,Flight Booking,Ahmedabad to Jaipur,MakeMyTrip,8641.89,30.54,1.94,160,Bank Transfer,Successful,MERCH_0304,Android,Urban
4670,0ae00eb2-0eab-4fdb-9486-8f5923c854c1,USER_01105,7/27/2024 11:46,Mobile Recharge,Prepaid Plan 399,Airtel,2882.84,29.16,25.83,819,Unified Payments Interface,Successful,MERCH_0404,Android,Urban
4671,62e75928-4e5c-411f-be2a-b0f8f2a5d482,USER_01157,7/27/2024 13:02,Movie Ticket,3 Idiots,Carnival Cinemas,4297.88,19.92,65.29,392,Credit Card,Successful,MERCH_0383,Android,Urban
4672,af0d8ee0-63f3-49d0-891a-457b5777effc,USER_00878,7/27/2024 14:11,Education Fee,IELTS Training,Udemy,359,32.45,46.69,755,Unified Payments Interface,Successful,MERCH_0713,iOS,Suburban
4673,01c2ff89-add0-41f8-bc04-4c3d669a87a3,USER_06467,7/27/2024 14:42,Rent Payment,PG Accommodation,NoBroker,5100.06,24.47,35.46,178,Bank Transfer,Successful,MERCH_0823,Android,Urban
